Mean,Std,Variance,Skewness,Kurtosis,DeltaPower,ThetaPower,AlphaPower,BetaPower,GammaPower,ShannonEntropy,LogEnergyEntropy,ApproxEntropy,SampleEntropy,SpectralEntropy,Class
-3.9643409599840513,406.538954571484,165273.92158407514,0.232232784370505,-0.7931223577926363,1578.876186309569,124416.69291247947,18787.519486546775,4603.1603807684505,63.54723703637392,-12316976692.593662,43847.50122351956,0.4433426127874873,0.3821471418465975,3.097025150405893,ictal
0.9264509879248306,194.0812822946062,37667.54413711863,0.4499590876250343,-0.17384998219725123,848.7432006399551,22289.894226190903,5643.605511913582,3124.5541997298906,140.63637731149285,-2514761836.5322266,37081.401787861265,0.6220781641326099,0.5542098899405753,3.8865694072604366,ictal
2.168249919263542,377.3360524382618,142382.49646969064,1.100194276390245,1.498605158525316,12297.854549490075,38204.99987491241,22524.966168557632,31767.358526479195,602.5005792333864,-10799727754.593483,42277.23810479307,0.7731897591410224,0.6532729075013716,4.944996504193111,ictal
1.0578701800315407,528.1203369387277,278911.09028827527,-0.43561183810795134,-0.27343230472046187,27637.750312007913,32455.901141472576,18814.37622519734,134838.55331726247,806.810889428578,-21753129867.27948,46890.42155692999,0.7790604291299417,0.7245801903245217,4.619058185860133,ictal
-0.8139687276329658,124.1496394917957,15413.132985942839,1.0841084370856366,0.7987691001759045,5055.760395692046,4621.918690628581,1524.9780742677149,1138.3202738821074,34.65702151554682,-956834663.5519621,34280.3278000604,0.5689347740507191,0.37596914652587693,4.299267812146191,ictal
3.3301742715834513,332.4235111700465,110505.39077862202,0.8202004162884662,0.19387997270585933,1339.5270676732964,66156.64758518225,24985.152743760278,7156.837997097935,129.7847253758014,-8083782532.454557,42432.07046331416,0.66308484553559,0.5942534901385514,3.81075615003794,ictal
-1.6640708988097244,591.631930308689,350028.3409607854,-1.2246777109378602,1.2382219372805592,57600.50047509864,41251.03834620695,50052.34373857192,112647.80321838529,729.4587871345816,-28371052168.53086,46807.86084359947,0.6445792741953635,0.413179237198422,4.929548041745953,ictal
-1.1487370679131375,213.86819546356455,45739.60503084145,-0.9262245391605558,0.288993596759644,11048.656733945012,8471.404664727917,5236.426370038418,8589.457062091666,38.489281044841874,-3108443084.1682606,39026.47741027451,0.6604207382537637,0.449594485012983,4.525706757421463,ictal
-0.7874657858845526,190.71443576061537,36371.996007489885,-0.9918642327365959,0.84454028055633,4722.1346914902415,7475.193234053149,4945.387385473414,8767.02205599094,54.363142674202344,-2451451889.3421936,37467.93467941979,0.6653683827232126,0.4139896061579116,4.750138111631575,ictal
-1.79650820923821,189.92314314233943,36070.80030106555,-0.0014093016120607556,-0.3387206184793241,2170.316713138196,23362.571173920267,4379.234641263962,1308.064310247351,7.9107806415894615,-2380569268.836445,38120.279655556245,0.5883248238747871,0.4902197788624041,3.709141987779414,ictal
-0.9217986230342978,105.75466040658844,11184.048197712846,1.104541822243412,1.6513966025753968,3996.503988340386,2601.08223129687,1632.3962568962743,600.4053818564482,17.24432014109281,-681072866.7505759,32422.92482009261,0.5125867598684368,0.34870327562719283,4.332176916961724,ictal
-0.9769244675311067,224.2003874590553,50265.813736790515,0.21877691320498488,-0.6968857025903805,1183.1278260057734,36730.6331128375,3966.5666389640846,1950.958440146335,16.93081899049061,-3383737866.2861357,40024.42857588868,0.5371698210701399,0.44022211604488654,3.2378206858197265,ictal
6.051625298406758,536.7737740167503,288126.08447218535,-0.7686023333415236,0.3602453747540695,28042.3762090297,55251.3212970108,31488.2383548041,101674.83749829917,680.0784272059195,-22737062488.41926,46264.696846510094,0.7736307349505829,0.6846881535119346,4.7748268339868325,ictal
-2.2704132582859065,350.2078559899342,122645.5423970665,-0.7486084562246811,-0.44246774593163796,19752.961429635907,52665.65837125886,12476.665616572613,2696.81297183678,31.688200513222206,-8929664385.581963,44022.470752367924,0.5318338537728438,0.4308602495395674,3.8755849364866393,ictal
6.063599516657598,366.6909653458744,134462.26406628927,-0.728141099408731,0.25602617305744557,57698.6594039246,21934.439232591838,13743.50567846269,15266.794644331887,169.81046212713983,-9912975415.228678,44165.78562712742,0.5368589396443038,0.34350358994411573,4.3423873072008226,ictal
-0.36499548856879,280.4864635132917,78672.65621419314,0.5569259448959933,-1.0447612694065205,1260.2231085033702,61226.769837239066,7309.122198572979,4041.134173825765,236.21355061189715,-5445187333.306393,43091.063545101206,0.42933450952414587,0.3184805150967673,3.316104474978568,ictal
5.473528584865299,454.05044182477246,206161.8037212711,0.5230983345979573,-0.0037593855534283627,27445.297521291053,50057.23969656559,36502.397580011646,13871.717479330824,56.64310777775764,-15857746360.132679,44733.50322360719,0.5558485166383416,0.4300202837961469,4.263330241056968,ictal
-1.4373314941721467,147.85385812924216,21860.763363702063,0.2369736441382595,0.7411038755903374,10841.054150948647,2004.8912256324256,2096.1864279198235,2816.5280529944635,74.27310568217605,-1392545242.8825085,36193.126641027164,0.49826059134142353,0.30796386137575676,4.35084846810883,ictal
-1.577882238309911,467.9875668645797,219012.3627398295,0.005467955212906771,0.6396056305042102,12499.731824874098,44518.56963886163,69450.09092479998,46503.6544572799,606.0032310770503,-17105647767.724316,44030.42800521699,0.7255343386834321,0.5442679434710567,4.924571732592206,ictal
3.555657814601648,294.51356750585717,86738.24144502707,-0.038205865064765206,-0.05506843164030695,7402.4816482653,29005.825389705697,17344.78354857321,8975.4920889031,178.47740831318083,-6196013696.064289,41637.86545265128,0.7355401817132328,0.6826953021056813,4.640488684714345,ictal
2.1855495963067764,108.70325682807933,11816.398045031376,-0.08779719635597703,-0.15145735272450978,1952.581525900835,5227.477479924293,1376.4722631718118,421.22054619463313,9.194919478950128,-703883126.5402262,33371.714180105504,0.6841648704910561,0.6428444369315477,4.140379817865274,ictal
0.5367152369273991,270.926113543474,73400.95899977138,-0.658141762389464,-0.6586038855317153,3375.2431842453107,43265.126539807025,14929.163281668709,2347.8596493953605,70.69238300571232,-5103450483.809355,42046.141865562255,0.5608123766856661,0.5421541339867981,3.826882271789481,ictal
-1.7864333636113723,519.593666028875,269977.5777773261,-0.2518693619118796,-0.9705183513936264,2913.029231970614,197697.6962516521,33385.60863310777,10059.403677236964,124.96984498053965,-20779357183.003456,47159.97296858081,0.3166760821502099,0.245164725558846,3.3329916358635994,ictal
2.8700459533270215,301.7225951249628,91036.52440894225,-0.6333456935982974,-0.4347760003953445,4236.852573639153,49985.779311238424,18705.213816473883,4325.900344642729,78.90645704414129,-6486880905.68926,42410.01095867065,0.5719327293370351,0.5496509794012447,3.9702220156142745,ictal
1.9139405174469926,226.43714552829897,51273.78087500405,-0.10336874389251953,-0.4796806441572343,856.7293483540068,25538.16323178856,12233.555611050124,3670.1387495969484,99.53355861804059,-3495949631.4517527,38929.2161916568,0.6252282950970738,0.5975691454992393,4.0418975929237755,ictal
